disp_id,client_id,account_id,type_disp,frequency,Creation_account,card_id,Type_card,issued_date,district_id,district_name,region,nbr_inhabitants,nbr_municipalities_inhabitants < 499,nbr_municipalities_inhabitants 500-1999,nbr_municipalities_inhabitants 2000-9999,nbr_municipalities_inhabitants  >10000,nbr_cities,ratio_urban_inhabitants,average_salary,unemploymant_rate95,unemploymant_rate96,nbr_enterpreneurs_1000inhabitants,nbr_crimes95,nbr_crimes96,client_age,gender,birthdate,Credits,Withdrawals,remittance_another_bank,collection_another_bank,credit_cash,withdrawal_cash,creditcard_withdrawal,Q1-1993,Q1-1994,Q1-1995,Q1-1996,Q1-1997,Q1-1998,Q2-1993,Q2-1994,Q2-1995,Q2-1996,Q2-1997,Q2-1998,Q3-1993,Q3-1994,Q3-1995,Q3-1996,Q3-1997,Q3-1998,Q4-1993,Q4-1994,Q4-1995,Q4-1996,Q4-1997,Q4-1998,Other,Leasing,Insurance_Pay,Household_Pay,Loan_Pay,nbr_Other,nbr_Leasing,nbr_Insurance_Pay,nbr_Household_Pay,nbr_Loan_Pay,loan_id,date,amount,duration,payments,status
3122,3122,2586,DISPONENT,Monthly,1997-04-16,,,,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,41.0,male,1959-04-02,788920.2000000001,705907.9999999999,,,784426.0,705907.9999999999,,0,0,0,0,0,22,0,0,0,0,7,26,0,0,0,0,11,18,0,0,0,0,20,29,,,,,,,,,,,,,,,,
3123,3123,2587,OWNER,Monthly,1997-07-25,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,20.0,male,1979-07-25,171656.69999999998,,,,170603.0,157175.20000000004,,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,7,15,0,0,0,0,17,21,,,,,,,,,,,,,,,,
3124,3124,2588,OWNER,Monthly,1993-12-04,485.0,classic,1998-07-08,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,42.0,female,1958-01-02,1181442.2999999998,,371013.0,,1170611.5,749737.5999999992,2900.0,0,9,24,23,22,23,0,16,17,17,17,17,0,18,16,16,17,16,3,28,27,27,30,25,,,,6509.0,,,,,1.0,,,,,,,
3125,3125,2589,OWNER,Monthly,1996-12-04,,,,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,77.0,female,1922-10-30,140619.3,,75338.0,138525.0,700.0,51401.99999999998,,0,0,0,0,6,19,0,0,0,0,19,18,0,0,0,0,17,15,0,0,0,3,30,27,,,,3694.0,,,,,2.0,,,,,,,
3126,3126,2590,OWNER,Monthly,1996-12-04,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,62.0,male,1938-01-13,77798.8,,42420.0,75750.0,700.0,22881.999999999993,,0,0,0,0,6,25,0,0,0,0,19,22,0,0,0,0,21,20,0,0,0,3,35,34,660.0,,60.0,1300.0,,1.0,,1.0,1.0,,,,,,,
3127,3127,2591,OWNER,Monthly,1996-05-06,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,80.0,female,1920-06-18,186420.40000000002,,89127.0,182976.0,800.0,71434.20000000001,,0,0,0,0,19,21,0,0,0,5,18,16,0,0,0,8,17,12,0,0,0,24,26,23,,,,3301.0,,,,,1.0,,,,,,,
3128,3128,2592,OWNER,Monthly,1993-09-01,486.0,gold,1998-12-25,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,56.0,female,1944-02-09,892642.0000000002,,307740.0,,879045.0,495761.39999999956,,0,21,23,23,25,22,0,18,16,17,18,18,3,15,15,15,15,16,13,26,27,30,26,25,,,,5129.0,,,,,1.0,,,,,,,
3129,3129,2593,OWNER,Monthly,1996-07-06,,,,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,53.0,female,1946-08-01,636327.6,,189800.0,,632115.0,401444.9999999998,,0,0,0,0,23,21,0,0,0,0,20,17,0,0,0,9,18,16,0,0,0,21,29,28,,,,7300.0,,,,,1.0,,,,,,,
3130,3130,2594,OWNER,After_transaction,1997-05-03,487.0,classic,1998-11-18,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,45.0,female,1955-05-31,758734.7999999999,695649.0,114180.0,,755495.0,581469.0,,0,0,0,0,0,18,0,0,0,0,6,22,0,0,0,0,7,33,0,0,0,0,11,48,506.0,1189.0,,10912.0,,1.0,1.0,,1.0,,,,,,,
3131,3131,2595,OWNER,Monthly,1997-08-17,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,65.0,female,1935-06-14,110958.2,,38291.0,109248.0,300.0,38490.59999999999,,0,0,0,0,0,18,0,0,0,0,0,15,0,0,0,0,2,13,0,0,0,0,7,22,,,,3481.0,,,,,1.0,,,,,,,
3132,3132,2596,OWNER,Monthly,1994-09-02,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,25.0,female,1975-03-24,183112.79999999996,,107395.0,178256.0,200.0,48246.19999999996,,0,0,16,19,19,19,0,0,15,14,15,16,0,3,13,13,12,12,0,9,22,22,22,21,,,,2285.0,,,,,1.0,,,,,,,
3133,3133,2597,OWNER,Monthly,1997-03-16,,,,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,27.0,female,1973-04-20,459577.19999999995,,57035.0,,456782.0,379373.5999999999,,0,0,0,0,1,26,0,0,0,0,9,20,0,0,0,0,15,19,0,0,0,0,32,33,1957.0,,,1398.0,,1.0,,,1.0,,,,,,,
3134,3134,2598,OWNER,Monthly,1996-03-14,488.0,gold,1998-10-20,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,62.0,male,1938-05-04,1421495.6,1312930.0999999996,,,1414634.0,1307330.0999999996,5600.0,0,0,0,1,24,21,0,0,0,16,17,14,0,0,0,13,16,33,0,0,0,30,24,46,,,,,,,,,,,,,,,,
3135,3135,2599,OWNER,Monthly,1993-04-20,489.0,classic,1998-11-29,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,31.0,male,1969-01-06,1471153.0,1346511.3999999994,,,1462980.0,1346511.3999999994,,0,6,14,12,12,23,3,11,13,13,10,23,3,17,12,14,11,16,5,25,20,26,15,38,,,,,,,,,,,,,,,,
3136,3136,2600,OWNER,Monthly,1996-02-13,490.0,gold,1997-02-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,36.0,male,1963-12-18,2077344.0,1993176.2000000011,140128.0,,2068445.0,1791448.2000000011,61600.0,0,0,0,7,25,26,0,0,0,20,15,32,0,0,0,23,31,29,0,0,0,41,38,28,,,,4379.0,,,,,1.0,,,,,,,
3137,3137,2601,OWNER,Monthly,1996-11-24,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,53.0,male,1947-02-26,40000.0,,,,40000.0,19900.0,,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,2,5,4,,,,,,,,,,,,,,,,
3138,3138,2601,DISPONENT,Monthly,1996-11-24,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,56.0,female,1943-08-12,40000.0,,,,40000.0,19900.0,,0,0,0,0,2,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,2,5,4,,,,,,,,,,,,,,,,
3139,3139,2602,OWNER,Monthly,1996-06-17,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,43.0,female,1956-09-23,412568.6,,135125.0,,407625.0,221405.00000000012,,0,0,0,0,28,24,0,0,0,1,21,21,0,0,0,9,18,20,0,0,0,20,31,33,4073.0,,,1332.0,,1.0,,,1.0,,,,,,,
3140,3140,2602,DISPONENT,Monthly,1996-06-17,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,41.0,male,1959-04-13,412568.6,,135125.0,,407625.0,221405.00000000012,,0,0,0,0,28,24,0,0,0,1,21,21,0,0,0,9,18,20,0,0,0,20,31,33,4073.0,,,1332.0,,1.0,,,1.0,,,,,,,
3141,3141,2603,OWNER,Monthly,1996-06-14,,,,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,74.0,female,1925-11-09,165247.89999999997,,83460.0,162480.0,300.0,50754.99999999998,,0,0,0,0,20,20,0,0,0,1,14,14,0,0,0,3,14,13,0,0,0,13,23,22,,,,3210.0,,,,,1.0,,,,,,,
3142,3142,2604,OWNER,Monthly,1996-07-04,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,81.0,male,1919-03-18,188385.60000000003,,103090.0,185190.0,700.0,59214.99999999996,,0,0,0,0,18,20,0,0,0,0,15,15,0,0,0,7,14,13,0,0,0,19,26,21,,,,3965.0,,,,,1.0,,,,,,,
3143,3143,2605,OWNER,Monthly,1996-01-10,,,,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,56.0,female,1944-02-02,281885.3999999999,,131595.0,,278584.0,111438.00000000009,,0,0,0,7,21,18,0,0,0,13,17,18,0,0,0,17,15,16,0,0,0,28,27,25,,,,4245.0,,,,,1.0,,,,,,,
3144,3144,2606,OWNER,Monthly,1994-07-27,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,80.0,male,1919-08-04,244048.2,,121226.0,238447.0,1100.0,92150.80000000008,,0,0,22,22,22,23,0,0,16,15,19,15,0,3,17,15,16,15,0,10,27,30,28,27,,,,2474.0,,,,,2.0,,,,,,,
3145,3145,2606,DISPONENT,Monthly,1994-07-27,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,78.0,female,1921-11-04,244048.2,,121226.0,238447.0,1100.0,92150.80000000008,,0,0,22,22,22,23,0,0,16,15,19,15,0,3,17,15,16,15,0,10,27,30,28,27,,,,2474.0,,,,,2.0,,,,,,,
3146,3146,2607,OWNER,Monthly,1997-08-19,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,51.0,male,1948-07-15,191787.40000000002,,36840.0,,190331.0,134340.60000000003,,0,0,0,0,0,27,0,0,0,0,0,23,0,0,0,0,4,26,0,0,0,0,13,38,755.0,1570.0,882.0,1433.0,,1.0,1.0,1.0,1.0,,,,,,,
3147,3147,2608,OWNER,Monthly,1995-08-09,,,,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,36.0,female,1964-04-26,404548.29999999993,,177156.0,,400154.0,199705.60000000015,,0,0,0,21,21,20,0,0,0,18,16,18,0,0,6,17,15,16,0,0,18,30,29,24,,,,4788.0,,,,,1.0,,,,,,,
3148,3148,2609,OWNER,Monthly,1993-05-03,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,58.0,male,1942-04-04,2294138.5000000005,2238568.800000003,,,2282235.0,2238568.8000000035,,0,17,25,16,16,13,2,13,17,15,12,12,24,9,22,15,9,13,46,19,38,27,16,19,,4881.9,,,,,1.0,,,,,,,,,
3149,3149,2609,DISPONENT,Monthly,1993-05-03,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,65.0,female,1935-01-09,2294138.5000000005,2238568.800000003,,,2282235.0,2238568.8000000035,,0,17,25,16,16,13,2,13,17,15,12,12,24,9,22,15,9,13,46,19,38,27,16,19,,4881.9,,,,,1.0,,,,,,,,,
3150,3150,2610,OWNER,Monthly,1996-12-20,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,67.0,female,1932-07-24,167084.2,,36840.0,164592.0,300.0,87467.40000000004,,0,0,0,0,3,16,0,0,0,0,14,16,0,0,0,0,16,14,0,0,0,1,29,24,,,,1842.0,,,,,1.0,,,,,,,
3151,3151,2611,OWNER,Monthly,1996-03-06,491.0,classic,1997-08-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,48.0,female,1951-07-27,588589.9000000001,,,,579588.0,507523.39999999973,13300.0,0,0,0,3,12,12,0,0,0,9,12,12,0,0,0,14,15,13,0,0,0,23,25,23,,,,,,,,,,,,,,,,
3152,3152,2612,OWNER,Monthly,1997-04-29,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,63.0,male,1936-10-04,501514.5999999999,463197.99999999994,,497088.0,1500.0,463197.9999999999,,0,0,0,0,0,17,0,0,0,0,7,14,0,0,0,0,11,16,0,0,0,0,26,26,,2259.5,,,,,1.0,,,,,,,,,
3153,3153,2613,OWNER,Monthly,1993-10-03,,,,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,76.0,male,1924-06-17,319416.8999999999,,182605.0,314055.0,300.0,117586.80000000009,,0,12,20,21,22,16,0,20,17,17,19,16,0,15,16,16,18,16,7,27,28,30,30,28,,,,3095.0,,,,,2.0,,,,,,,
3154,3154,2613,DISPONENT,Monthly,1993-10-03,,,,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,74.0,female,1926-02-21,319416.8999999999,,182605.0,314055.0,300.0,117586.80000000009,,0,12,20,21,22,16,0,20,17,17,19,16,0,15,16,16,18,16,7,27,28,30,30,28,,,,3095.0,,,,,2.0,,,,,,,
3155,3155,2614,OWNER,Monthly,1996-09-11,,,,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,27.0,female,1973-04-08,92827.50000000001,,49496.0,90412.0,900.0,28185.79999999999,,0,0,0,0,18,16,0,0,0,0,13,13,0,0,0,3,14,13,0,0,0,9,25,21,,,,2152.0,,,,,1.0,,,,,,,
3156,3156,2615,OWNER,Monthly,1994-07-17,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,45.0,female,1954-11-02,612254.1999999997,,,,605815.0,549500.7999999995,,0,0,20,17,15,18,0,0,14,12,10,11,0,7,13,13,13,12,0,16,22,23,19,17,,,,,,,,,,,,,,,,
3157,3157,2616,OWNER,Monthly,1993-08-17,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,58.0,female,1942-02-26,1423125.4000000004,,491280.0,,1415307.5,911741.399999999,,0,22,22,23,22,23,0,17,18,17,17,17,4,16,16,16,16,15,13,28,30,29,28,24,,,,8188.0,,,,,1.0,,,,,,,
3158,3158,2617,OWNER,Monthly,1993-09-24,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,59.0,female,1940-11-25,197700.20000000004,,117914.0,192150.0,400.0,60426.79999999996,,0,10,17,16,18,17,0,19,16,17,18,17,1,16,18,15,17,19,4,27,30,28,29,29,1867.0,,,166.0,,1.0,,,1.0,,,,,,,
3159,3159,2618,OWNER,Monthly,1993-03-21,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,69.0,male,1930-10-27,458969.3,,206272.0,452571.0,600.0,222544.40000000026,,1,21,17,19,15,14,3,15,16,15,13,13,14,16,17,17,15,14,27,30,27,28,23,25,,,,3223.0,,,,,1.0,,,,,,,
3160,3160,2619,OWNER,Monthly,1996-05-13,,,,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,49.0,male,1951-06-29,394834.9,,141804.0,,390740.0,213159.60000000012,,0,0,0,0,17,18,0,0,0,4,15,16,0,0,0,9,16,14,0,0,0,21,27,23,,,,5454.0,,,,,1.0,,,,,,,
3161,3161,2620,OWNER,Monthly,1993-08-03,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,19.0,male,1980-11-18,509944.99999999994,,231300.0,,502696.0,225976.00000000026,,0,24,22,20,21,22,0,16,16,15,16,15,6,15,16,15,15,15,19,28,27,28,27,28,,,,3855.0,,,,,1.0,,,,,,,
3162,3162,2621,OWNER,Monthly,1995-10-29,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,40.0,male,1960-05-17,198138.19999999995,,93027.0,,195503.5,89461.80000000005,,0,0,0,10,16,17,0,0,0,15,14,15,0,0,0,16,17,12,0,0,7,26,26,21,,,,2819.0,,,,,1.0,,,,,,,
3163,3163,2622,OWNER,Monthly,1996-08-21,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,36.0,female,1964-05-26,446147.79999999993,,209375.0,,442333.0,206675.8000000001,,0,0,0,0,24,26,0,0,0,0,20,18,0,0,0,4,18,21,0,0,0,13,31,35,,,,7067.0,5681.0,,,,1.0,1.0,5501.0,1998-05-21,136344.0,24.0,5681.0,C
3164,3164,2622,DISPONENT,Monthly,1996-08-21,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,37.0,male,1962-09-10,446147.79999999993,,209375.0,,442333.0,206675.8000000001,,0,0,0,0,24,26,0,0,0,0,20,18,0,0,0,4,18,21,0,0,0,13,31,35,,,,7067.0,5681.0,,,,1.0,1.0,5501.0,1998-05-21,136344.0,24.0,5681.0,C
3165,3165,2623,OWNER,Monthly,1993-10-09,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,23.0,female,1976-09-01,474839.60000000015,,167678.0,,464684.5,236506.8000000002,,0,13,23,24,23,25,0,17,15,18,17,18,0,16,18,17,16,15,9,27,28,27,27,26,,,,2891.0,,,,,1.0,,,,,,,
3166,3166,2624,OWNER,Monthly,1996-03-28,492.0,classic,1998-04-09,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,45.0,male,1955-06-14,1031957.8000000002,966667.7999999995,311576.0,962496.0,62900.0,652991.7999999996,2100.0,0,0,0,1,24,25,0,0,0,9,20,23,0,0,0,14,16,16,0,0,0,27,28,28,,,,10744.0,,,,,1.0,,,,,,,
3167,3167,2625,OWNER,Weekly,1996-07-09,493.0,classic,1997-11-30,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,56.0,female,1943-09-08,1626970.3999999997,1575549.0,139384.0,,1619484.0,1423865.0,12300.0,0,0,0,0,26,29,0,0,0,0,22,29,0,0,0,19,26,15,0,0,0,37,46,28,,1922.0,,4978.0,,,1.0,,1.0,,,,,,,
3170,3170,2627,OWNER,Monthly,1994-10-02,,,,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,79.0,male,1921-02-21,251078.9,,99001.0,245922.0,600.0,129441.60000000012,,0,0,12,22,18,22,0,0,18,21,15,18,0,0,16,18,15,15,0,7,32,30,27,28,,,,2140.0,,,,,2.0,,,,,,,
3171,3171,2627,DISPONENT,Monthly,1994-10-02,,,,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,76.0,female,1924-04-26,251078.9,,99001.0,245922.0,600.0,129441.60000000012,,0,0,12,22,18,22,0,0,18,21,15,18,0,0,16,18,15,15,0,7,32,30,27,28,,,,2140.0,,,,,2.0,,,,,,,
3172,3172,2628,OWNER,After_transaction,1994-02-06,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,48.0,male,1951-12-23,2374112.0,2365458.6,,,2363623.0,2365458.6,,0,15,22,30,25,16,0,19,15,15,18,14,0,16,11,21,19,10,0,35,20,44,33,18,,3090.0,,,,,1.0,,,,,,,,,
3173,3173,2629,OWNER,Monthly,1996-09-10,494.0,classic,1997-06-10,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,54.0,female,1946-04-18,561456.3000000002,,,,556733.0,493015.7999999998,21700.0,0,0,0,0,19,20,0,0,0,0,15,15,0,0,0,3,13,14,0,0,0,12,21,20,,,,,,,,,,,,,,,,
3174,3174,2629,DISPONENT,Monthly,1996-09-10,,,,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,47.0,male,1952-11-16,561456.3000000002,,,,556733.0,493015.7999999998,21700.0,0,0,0,0,19,20,0,0,0,0,15,15,0,0,0,3,13,14,0,0,0,12,21,20,,,,,,,,,,,,,,,,
3175,3175,2630,OWNER,Monthly,1995-12-21,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,49.0,female,1950-07-19,776365.9,,,,771880.0,744652.5999999995,,0,0,0,9,19,22,0,0,0,12,16,14,0,0,0,13,15,15,0,0,1,24,25,25,,,,,,,,,,,,,,,,
3176,3176,2631,OWNER,Monthly,1996-03-29,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,63.0,male,1937-07-07,117151.00000000001,,61625.0,113388.0,900.0,20598.799999999996,,0,0,0,1,20,18,0,0,0,3,13,13,0,0,0,10,15,14,0,0,0,24,24,23,,,,2125.0,,,,,1.0,,,,,,,
3177,3177,2632,OWNER,Monthly,1993-01-02,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,61.0,male,1938-08-12,1129540.7999999998,,295703.0,,1118792.0,770878.1999999989,,9,28,28,29,30,28,17,23,24,24,24,24,25,24,21,22,23,23,38,41,38,38,39,35,41.0,,2300.0,2042.0,,1.0,,1.0,1.0,,,,,,,
3178,3178,2633,OWNER,Monthly,1996-03-14,,,,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,30.0,female,1969-08-01,2319970.8,2271106.0000000014,,,2310257.0,2271106.0000000014,,0,0,0,3,22,28,0,0,0,15,20,17,0,0,0,23,23,22,0,0,0,27,40,38,,,,,,,,,,,,,,,,
3179,3179,2634,OWNER,Monthly,1997-10-08,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,52.0,female,1948-03-12,315432.8,,,,312387.5,221331.40000000005,,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,7,20,,,,,,,,,,,,,,,,
3180,3180,2634,DISPONENT,Monthly,1997-10-08,,,,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,55.0,male,1944-09-30,315432.8,,,,312387.5,221331.40000000005,,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,7,20,,,,,,,,,,,,,,,,
3181,3181,2635,OWNER,Monthly,1996-02-04,495.0,classic,1997-09-02,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,57.0,male,1943-02-15,1152440.4000000001,1102714.9999999995,,1142204.0,1300.0,1088014.9999999995,14700.0,0,0,0,6,23,21,0,0,0,12,15,14,0,0,0,16,17,17,0,0,0,25,25,24,,,,,,,,,,,,,,,,
3182,3182,2636,OWNER,Monthly,1996-11-26,,,,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,75.0,female,1925-04-22,124286.70000000001,,65080.0,122050.0,600.0,38841.999999999985,,0,0,0,0,3,15,0,0,0,0,14,13,0,0,0,0,14,13,0,0,0,2,26,23,,,,3254.0,,,,,1.0,,,,,,,
3183,3183,2637,OWNER,Monthly,1997-01-01,496.0,junior,1998-07-21,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,20.0,male,1980-02-24,469439.80000000005,,98686.0,,465692.0,327857.39999999997,600.0,0,0,0,0,9,23,0,0,0,0,14,17,0,0,0,0,17,15,0,0,0,0,27,24,,,,5194.0,,,,,1.0,,,,,,,
3184,3184,2638,OWNER,Monthly,1994-06-02,497.0,classic,1995-03-03,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,40.0,female,1959-12-01,1221093.0999999999,,314200.0,,1209960.0,742069.9999999992,78300.0,0,0,27,31,28,27,0,3,23,22,21,23,0,10,24,24,22,22,0,27,40,38,37,35,728.0,,4538.0,1018.0,,1.0,,1.0,1.0,,,,,,,
3185,3185,2639,OWNER,Monthly,1993-04-26,,,,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,27.0,female,1972-11-26,1808046.4999999993,,543879.0,,1796884.0,1202219.7999999998,,0,23,23,21,22,22,7,17,18,18,16,19,11,18,16,16,16,18,26,30,27,31,29,28,,,,8633.0,,,,,1.0,,,,,,,
3186,3186,2640,OWNER,Monthly,1996-09-21,498.0,classic,1998-04-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,45.0,female,1955-01-14,494283.8000000001,,204056.0,,488701.0,203221.2000000001,16800.0,0,0,0,0,13,24,0,0,0,0,18,21,0,0,0,1,17,15,0,0,0,10,29,25,,,,8872.0,,,,,1.0,,,,,,,
3187,3187,2641,OWNER,Monthly,1993-05-02,499.0,classic,1996-04-03,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,47.0,male,1952-09-02,1605216.2999999996,,328064.0,,1586968.0,1113619.7999999993,51200.0,0,21,22,22,21,24,6,19,17,17,16,17,12,17,17,16,18,17,25,27,28,27,29,26,,,,5126.0,,,,,1.0,,,,,,,
3188,3188,2642,OWNER,Monthly,1995-06-05,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,24.0,female,1976-05-19,623168.9,,146197.0,,618154.0,472997.1999999997,,0,0,0,30,30,29,0,0,3,23,23,24,0,0,9,22,22,22,0,0,29,37,36,35,571.0,,2536.0,792.0,,1.0,,1.0,1.0,,,,,,,
3190,3190,2644,OWNER,Monthly,1997-08-08,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,79.0,female,1920-11-01,86559.9,,34807.0,84728.0,600.0,24265.199999999993,,0,0,0,0,0,24,0,0,0,0,0,18,0,0,0,0,5,17,0,0,0,0,14,27,,,,2687.0,,,,,2.0,,,,,,,
3191,3191,2645,OWNER,Monthly,1993-05-22,,,,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,24.0,female,1975-11-05,884901.8999999999,,465204.0,,875257.0,385105.1999999997,,0,26,25,26,26,25,4,26,28,26,27,28,9,25,26,26,27,24,28,44,42,42,46,40,1641.0,725.0,5457.0,389.0,,2.0,1.0,1.0,1.0,,,,,,,
